datetime,open,high,low,close,volume,foreign_net_buy_x,invest_trust_net_buy_x,dealer_net_buy_x,foreign_net_buy_y,invest_trust_net_buy_y,dealer_net_buy_y
2025-05-02T00:00:00+08:00,16.02,16.09,15.75,15.79,32098,,,,,,
2025-05-05T00:00:00+08:00,15.76,15.76,14.85,14.85,28957,,,,,,
2025-05-06T00:00:00+08:00,14.45,15.06,14.45,15.06,528576,,,,,,
2025-05-07T00:00:00+08:00,15.2,15.2,14.89,14.89,46010,,,,,,
2025-05-08T00:00:00+08:00,14.75,15.33,14.65,15.05,95460,,,,,,
2025-05-09T00:00:00+08:00,15.09,15.45,15.09,15.4,142195,,,,,,
2025-05-12T00:00:00+08:00,15.55,15.92,15.55,15.72,167768,,,,,,
2025-05-13T00:00:00+08:00,15.9,16.5,15.9,16.5,293204,,,,,,
2025-05-14T00:00:00+08:00,16.5,16.7,16.41,16.42,169156,,,,,,
2025-05-15T00:00:00+08:00,16.55,16.55,16.27,16.44,21041,,,,,,
2025-05-16T00:00:00+08:00,16.26,16.44,16.26,16.44,17347,,,,,,
2025-05-19T00:00:00+08:00,16.04,16.55,16.04,16.29,31890,,,,,,
2025-05-20T00:00:00+08:00,16.15,16.6,16.15,16.54,53134,,,,,,
2025-05-21T00:00:00+08:00,16.46,16.78,16.46,16.72,105001,,,,,,
2025-05-22T00:00:00+08:00,16.7,16.8,16.3,16.76,116000,,,,,,
2025-05-23T00:00:00+08:00,16.68,16.76,15.88,16.76,62955,,,,,,
2025-05-26T00:00:00+08:00,16.7,16.76,16.23,16.76,62095,,,,,,
2025-05-27T00:00:00+08:00,16.86,16.86,15.76,16.2,27000,,,,,,
2025-05-28T00:00:00+08:00,16.45,16.45,16.03,16.03,15061,0.0,0.0,12000.0,0.0,0.0,12000.0
2025-05-29T00:00:00+08:00,16.03,16.03,15.97,15.97,6264,-4000.0,0.0,-673.0,-4000.0,0.0,-673.0
2025-06-02T00:00:00+08:00,15.6,15.91,15.6,15.91,5770,0.0,0.0,3669.0,0.0,0.0,3669.0
2025-06-03T00:00:00+08:00,15.7,15.7,15.67,15.68,7102,0.0,0.0,-1001.0,0.0,0.0,-1001.0
2025-06-04T00:00:00+08:00,15.9,16.1,15.64,16.1,184901,0.0,0.0,17000.0,0.0,0.0,17000.0
