datetime,open,high,low,close,volume,foreign_net_buy_x,invest_trust_net_buy_x,dealer_net_buy_x,foreign_net_buy_y,invest_trust_net_buy_y,dealer_net_buy_y
2025-05-02T00:00:00+08:00,21.0,21.0,20.65,20.95,221082,,,,,,
2025-05-05T00:00:00+08:00,21.1,21.1,19.8,19.95,306149,,,,,,
2025-05-06T00:00:00+08:00,20.2,20.35,19.85,20.35,141099,,,,,,
2025-05-07T00:00:00+08:00,20.2,20.3,19.95,20.3,190544,,,,,,
2025-05-08T00:00:00+08:00,20.3,20.45,20.2,20.45,186506,,,,,,
2025-05-09T00:00:00+08:00,20.55,22.3,20.55,22.05,2402670,,,,,,
2025-05-12T00:00:00+08:00,21.95,22.25,21.7,22.25,522498,,,,,,
2025-05-13T00:00:00+08:00,22.4,22.55,21.9,22.3,586355,,,,,,
2025-05-14T00:00:00+08:00,22.4,22.45,22.1,22.45,378779,,,,,,
2025-05-15T00:00:00+08:00,22.55,22.55,22.15,22.3,234574,,,,,,
2025-05-16T00:00:00+08:00,22.25,22.6,22.0,22.45,359946,,,,,,
2025-05-19T00:00:00+08:00,22.25,22.25,21.95,22.2,135952,,,,,,
2025-05-20T00:00:00+08:00,22.35,22.35,21.9,22.05,194991,,,,,,
2025-05-21T00:00:00+08:00,22.2,22.25,22.0,22.2,199109,,,,,,
2025-05-22T00:00:00+08:00,22.2,22.2,21.9,22.15,192834,,,,,,
2025-05-23T00:00:00+08:00,22.0,22.25,22.0,22.25,260846,,,,,,
2025-05-26T00:00:00+08:00,22.05,22.3,22.0,22.3,190124,,,,,,
2025-05-27T00:00:00+08:00,22.2,22.35,22.0,22.25,222808,,,,,,
2025-05-28T00:00:00+08:00,22.3,22.4,22.05,22.4,238962,,,,,,
2025-05-29T00:00:00+08:00,22.45,22.6,22.3,22.55,216457,,,,,,
2025-06-02T00:00:00+08:00,22.3,22.3,21.85,22.25,243079,,,,,,
2025-06-03T00:00:00+08:00,22.2,22.25,21.85,21.95,143820,,,,,,
2025-06-04T00:00:00+08:00,22.0,22.1,21.95,22.1,144495,,,,,,
2025-06-05T00:00:00+08:00,22.1,22.15,21.85,22.05,140270,,,,,,
2025-06-06T00:00:00+08:00,22.05,22.05,21.8,22.0,122489,,,,,,
2025-06-09T00:00:00+08:00,22.15,22.15,21.75,21.95,122299,,,,,,
2025-06-10T00:00:00+08:00,21.75,22.05,21.75,21.85,219985,,,,,,
2025-06-11T00:00:00+08:00,21.85,22.0,21.7,22.0,250529,,,,,,
2025-06-12T00:00:00+08:00,21.85,21.95,21.7,21.8,231995,,,,,,
2025-06-13T00:00:00+08:00,21.6,21.6,21.0,21.0,246210,,,,,,
2025-06-16T00:00:00+08:00,21.0,21.2,20.8,21.2,83785,,,,,,
2025-06-17T00:00:00+08:00,21.05,21.15,20.75,20.9,166795,,,,,,
2025-06-18T00:00:00+08:00,20.9,21.0,20.8,20.9,90909,,,,,,
2025-06-19T00:00:00+08:00,20.75,20.75,20.3,20.3,168857,,,,,,
2025-06-20T00:00:00+08:00,20.15,20.15,19.6,19.95,284552,,,,,,
2025-06-23T00:00:00+08:00,19.9,19.9,19.45,19.7,90993,,,,,,
2025-06-24T00:00:00+08:00,19.7,20.2,19.7,20.2,286846,,,,,,
2025-06-25T00:00:00+08:00,20.35,20.35,20.0,20.35,171348,,,,,,
2025-06-26T00:00:00+08:00,20.55,20.55,20.4,20.55,230195,,,,,,
2025-06-27T00:00:00+08:00,20.55,20.75,20.45,20.7,221494,,,,,,
2025-06-30T00:00:00+08:00,20.6,20.6,20.25,20.25,128493,,,,,,
2025-07-01T00:00:00+08:00,20.25,20.55,20.05,20.35,121793,,,,,,
2025-07-02T00:00:00+08:00,20.3,20.45,20.2,20.4,86333,,,,,,
2025-07-03T00:00:00+08:00,20.4,20.7,20.4,20.7,198348,,,,,,
2025-07-04T00:00:00+08:00,20.5,20.5,20.25,20.45,100758,,,,,,
2025-07-07T00:00:00+08:00,20.15,20.25,19.95,20.25,104001,,,,,,
2025-07-08T00:00:00+08:00,20.2,20.2,19.85,20.0,185780,,,,,,
2025-07-09T00:00:00+08:00,20.05,20.5,20.05,20.5,203071,,,,,,
2025-07-10T00:00:00+08:00,20.5,20.9,20.35,20.9,191160,,,,,,
2025-07-11T00:00:00+08:00,20.8,20.9,20.65,20.9,140238,,,,,,
2025-07-14T00:00:00+08:00,20.9,20.95,20.6,20.95,104571,,,,,,
2025-07-15T00:00:00+08:00,20.85,21.1,20.8,21.05,171694,,,,,,
2025-07-16T00:00:00+08:00,20.95,21.2,20.75,21.2,241178,,,,,,
2025-07-17T00:00:00+08:00,21.05,21.65,21.05,21.65,297797,,,,,,
2025-07-18T00:00:00+08:00,21.7,22.0,21.5,21.8,404821,,,,,,
2025-07-21T00:00:00+08:00,21.9,21.95,21.6,21.9,207647,,,,,,
2025-07-22T00:00:00+08:00,21.9,21.9,21.1,21.5,380910,,,,,,
2025-07-23T00:00:00+08:00,21.5,21.7,21.4,21.7,236736,,,,,,
2025-07-24T00:00:00+08:00,21.7,21.75,21.4,21.75,224407,,,,,,
2025-07-25T00:00:00+08:00,21.6,21.65,21.45,21.6,133138,,,,,,
2025-07-28T00:00:00+08:00,21.7,21.7,21.35,21.5,186273,,,,,,
2025-07-29T00:00:00+08:00,21.5,21.55,21.25,21.4,157555,,,,,,
2025-07-30T00:00:00+08:00,21.4,21.75,21.3,21.75,159212,,,,,,
2025-07-31T00:00:00+08:00,21.6,21.7,21.4,21.7,129048,,,,,,
2025-08-01T00:00:00+08:00,21.5,21.85,21.5,21.85,102758,,,,,,
2025-08-04T00:00:00+08:00,21.7,22.15,21.6,22.05,349614,,,,,,
2025-08-05T00:00:00+08:00,21.85,22.15,21.7,22.15,569856,,,,,,
2025-08-06T00:00:00+08:00,22.2,22.4,21.95,21.95,341381,,,,,,
2025-08-07T00:00:00+08:00,22.15,22.15,21.5,21.85,412747,,,,,,
2025-08-08T00:00:00+08:00,21.65,21.85,21.4,21.8,294625,,,,,,
2025-08-11T00:00:00+08:00,21.6,21.65,21.4,21.6,309120,,,,,,
2025-08-12T00:00:00+08:00,21.65,21.85,21.5,21.65,124913,,,,,,
2025-08-13T00:00:00+08:00,21.65,21.85,21.55,21.75,162373,,,,,,
2025-08-14T00:00:00+08:00,21.8,22.15,21.75,21.95,470655,,,,,,
2025-08-15T00:00:00+08:00,22.0,22.1,21.85,22.1,228199,,,,,,
2025-08-18T00:00:00+08:00,21.9,23.1,21.9,22.8,532160,,,,,,
2025-08-19T00:00:00+08:00,23.2,23.25,22.4,22.8,491284,,,,,,
2025-08-20T00:00:00+08:00,22.6,22.6,21.95,22.1,336402,,,,,,
2025-08-21T00:00:00+08:00,22.5,22.75,22.4,22.45,350948,,,,,,
2025-08-22T00:00:00+08:00,22.55,22.7,22.2,22.2,617863,,,,,,
2025-08-25T00:00:00+08:00,21.9,21.9,21.5,21.5,317123,,,,,,
2025-08-26T00:00:00+08:00,21.5,21.95,21.5,21.85,375347,,,,,,
2025-08-27T00:00:00+08:00,21.85,22.05,21.85,22.0,247985,,,,,,
2025-08-28T00:00:00+08:00,21.8,22.0,21.8,21.95,238149,,,,,,
2025-08-29T00:00:00+08:00,22.0,22.05,21.55,21.9,382142,,,,,,
2025-09-01T00:00:00+08:00,21.95,22.15,21.5,21.5,329264,,,,,,
2025-09-02T00:00:00+08:00,21.85,21.85,21.3,21.6,177491,,,,,,
2025-09-03T00:00:00+08:00,21.55,22.15,21.55,21.85,264037,,,,,,
2025-09-04T00:00:00+08:00,21.85,22.0,21.8,22.0,249538,,,,,,
2025-09-05T00:00:00+08:00,22.1,22.2,21.95,22.15,232726,,,,,,
2025-09-08T00:00:00+08:00,22.25,22.65,22.0,22.15,400296,,,,,,
2025-09-09T00:00:00+08:00,21.95,22.0,21.25,21.95,1182298,,,,,,
2025-09-10T00:00:00+08:00,21.9,21.9,21.5,21.5,323571,,,,,,
