datetime,open,high,low,close,volume
2025-05-02T00:00:00+08:00,30.4,30.4,30.4,30.4,10000
2025-05-05T00:00:00+08:00,30.5,30.5,29.8,29.8,31077
2025-05-06T00:00:00+08:00,29.8,30.2,29.8,30.2,2180
2025-05-07T00:00:00+08:00,30.2,30.2,30.2,30.2,1088
2025-05-08T00:00:00+08:00,30.2,30.2,30.2,30.2,2057
2025-05-09T00:00:00+08:00,30.7,30.95,30.5,30.9,12000
2025-05-12T00:00:00+08:00,31.8,31.8,31.05,31.1,6062
2025-05-13T00:00:00+08:00,30.45,31.95,30.45,30.85,17300
2025-05-14T00:00:00+08:00,31.2,31.2,31.15,31.15,8591
2025-05-15T00:00:00+08:00,30.8,30.8,30.8,30.8,7000
2025-05-16T00:00:00+08:00,30.8,31.55,30.8,31.55,4976
2025-05-19T00:00:00+08:00,31.5,31.5,30.85,30.85,13001
2025-05-20T00:00:00+08:00,31.0,31.0,30.75,30.85,8000
2025-05-21T00:00:00+08:00,30.75,31.3,30.75,31.2,12456
2025-05-23T00:00:00+08:00,31.2,31.65,30.75,31.35,321048
2025-05-26T00:00:00+08:00,30.7,31.5,30.7,31.45,14071
2025-05-27T00:00:00+08:00,31.05,31.55,31.05,31.35,6000
2025-05-28T00:00:00+08:00,30.85,30.85,30.85,30.85,7020
2025-05-29T00:00:00+08:00,30.9,31.0,30.6,31.0,7631
2025-06-02T00:00:00+08:00,30.0,30.35,30.0,30.3,15295
2025-06-03T00:00:00+08:00,29.85,30.95,29.8,30.25,12273
2025-06-04T00:00:00+08:00,30.55,30.75,30.55,30.75,4000
2025-06-05T00:00:00+08:00,30.6,30.6,30.6,30.6,1000
2025-06-06T00:00:00+08:00,30.55,30.55,30.2,30.4,22039
2025-06-10T00:00:00+08:00,31.05,31.1,30.5,30.5,10020
2025-06-11T00:00:00+08:00,31.2,31.2,29.65,30.55,39040
2025-06-12T00:00:00+08:00,30.55,30.6,30.3,30.3,5000
2025-06-13T00:00:00+08:00,30.0,30.15,29.85,29.95,24001
2025-06-16T00:00:00+08:00,30.05,30.6,30.05,30.6,22000
2025-06-17T00:00:00+08:00,30.6,30.6,30.6,30.6,6000
2025-06-18T00:00:00+08:00,30.65,30.65,30.65,30.65,3040
2025-06-19T00:00:00+08:00,30.85,30.85,29.1,29.6,25090
2025-06-20T00:00:00+08:00,29.5,30.05,29.5,30.05,6000
2025-06-23T00:00:00+08:00,28.55,29.35,28.55,29.05,12360
2025-06-24T00:00:00+08:00,29.9,31.1,29.9,30.9,15007
2025-06-25T00:00:00+08:00,30.95,30.95,30.95,30.95,1001
2025-06-26T00:00:00+08:00,30.95,31.95,30.95,31.0,26029
2025-06-27T00:00:00+08:00,31.75,31.75,31.25,31.25,26403
2025-06-30T00:00:00+08:00,31.25,31.25,30.5,30.5,5000
2025-07-01T00:00:00+08:00,31.0,31.95,31.0,31.8,25005
2025-07-02T00:00:00+08:00,31.4,31.4,31.4,31.4,1705
2025-07-03T00:00:00+08:00,31.4,31.4,31.4,31.4,2128
2025-07-04T00:00:00+08:00,31.2,31.8,31.0,31.8,7009
2025-07-07T00:00:00+08:00,31.75,31.75,30.3,30.3,32054
2025-07-08T00:00:00+08:00,29.2,29.95,29.2,29.6,27572
2025-07-10T00:00:00+08:00,29.45,29.75,29.4,29.75,5102
2025-07-11T00:00:00+08:00,29.4,29.4,29.4,29.4,4000
2025-07-14T00:00:00+08:00,29.3,29.3,29.0,29.0,11112
2025-07-15T00:00:00+08:00,28.6,29.35,28.6,29.3,6000
2025-07-16T00:00:00+08:00,28.95,30.35,28.95,30.25,27144
2025-07-17T00:00:00+08:00,30.0,30.0,30.0,30.0,1000
2025-07-18T00:00:00+08:00,30.4,30.4,30.3,30.3,4065
2025-07-23T00:00:00+08:00,29.95,30.0,29.8,29.95,4019
2025-07-24T00:00:00+08:00,29.8,30.0,29.8,30.0,10281
2025-07-25T00:00:00+08:00,30.0,30.0,29.8,29.8,7000
2025-07-28T00:00:00+08:00,29.05,29.6,29.05,29.6,3705
2025-07-29T00:00:00+08:00,29.65,30.55,29.65,30.55,2668
2025-07-31T00:00:00+08:00,29.55,30.0,28.5,30.0,5019
2025-08-01T00:00:00+08:00,29.65,29.65,28.55,28.65,9099
2025-08-04T00:00:00+08:00,28.9,29.0,28.65,28.7,35093
2025-08-05T00:00:00+08:00,29.1,29.4,29.1,29.2,13786
2025-08-06T00:00:00+08:00,29.2,29.2,29.2,29.2,4000
2025-08-07T00:00:00+08:00,29.75,29.8,29.2,29.8,3255
2025-08-08T00:00:00+08:00,29.8,29.8,29.3,29.3,2001
2025-08-11T00:00:00+08:00,30.0,30.0,29.3,29.3,3000
2025-08-12T00:00:00+08:00,29.35,29.35,29.35,29.35,1000
2025-08-13T00:00:00+08:00,29.05,29.1,29.05,29.05,8124
2025-08-14T00:00:00+08:00,29.05,29.7,29.0,29.7,13000
2025-08-15T00:00:00+08:00,29.7,30.25,29.5,30.25,47414
2025-08-18T00:00:00+08:00,29.35,29.55,29.35,29.55,2007
2025-08-19T00:00:00+08:00,29.45,29.55,29.45,29.45,7380
2025-08-20T00:00:00+08:00,29.95,30.15,28.4,29.25,39191
2025-08-21T00:00:00+08:00,29.25,29.95,29.25,29.55,9000
2025-08-22T00:00:00+08:00,29.25,29.7,29.2,29.4,22129
2025-08-25T00:00:00+08:00,29.25,30.1,29.25,29.75,3133
2025-08-26T00:00:00+08:00,30.2,30.2,29.4,29.4,4150
2025-08-27T00:00:00+08:00,29.4,29.6,29.3,29.55,5000
2025-08-28T00:00:00+08:00,29.55,29.55,29.5,29.5,7016
2025-08-29T00:00:00+08:00,29.85,29.85,29.2,29.2,3522
2025-09-01T00:00:00+08:00,29.3,29.3,29.1,29.1,2030
2025-09-02T00:00:00+08:00,29.0,29.2,29.0,29.2,2000
2025-09-03T00:00:00+08:00,29.9,30.1,29.65,29.65,7000
2025-09-04T00:00:00+08:00,29.7,29.95,29.45,29.45,8000
2025-09-05T00:00:00+08:00,29.25,29.25,29.25,29.25,3090
2025-09-08T00:00:00+08:00,29.3,29.3,29.3,29.3,1000
2025-09-09T00:00:00+08:00,29.8,29.8,29.5,29.75,6000
2025-09-10T00:00:00+08:00,29.5,29.6,29.35,29.4,6117
2025-09-11T00:00:00+08:00,29.35,29.35,29.35,29.35,2000
2025-09-12T00:00:00+08:00,29.6,29.6,29.6,29.6,1000
2025-09-16T00:00:00+08:00,29.0,29.35,29.0,29.35,4000
2025-09-17T00:00:00+08:00,29.4,29.55,29.4,29.45,7490
2025-09-18T00:00:00+08:00,29.15,29.3,29.0,29.3,32035
2025-09-19T00:00:00+08:00,29.15,29.55,29.15,29.55,14262
2025-09-22T00:00:00+08:00,28.55,29.55,28.55,29.25,3000
2025-09-23T00:00:00+08:00,29.35,29.35,29.2,29.2,11000
2025-09-24T00:00:00+08:00,28.8,28.85,28.2,28.7,15025
2025-09-25T00:00:00+08:00,29.0,29.0,29.0,29.0,10000
2025-09-26T00:00:00+08:00,28.6,28.9,28.6,28.7,20000
2025-09-30T00:00:00+08:00,28.75,29.0,28.75,28.9,7000
2025-10-01T00:00:00+08:00,28.85,29.1,28.85,28.95,9000
2025-10-02T00:00:00+08:00,29.1,29.45,28.9,29.45,19141
2025-10-03T00:00:00+08:00,29.4,29.5,29.35,29.35,11000
2025-10-07T00:00:00+08:00,29.1,29.1,28.9,29.0,19000
2025-10-08T00:00:00+08:00,29.1,29.2,29.0,29.0,32019
2025-10-09T00:00:00+08:00,29.0,29.0,29.0,29.0,5000
2025-10-13T00:00:00+08:00,29.55,29.55,29.45,29.45,3000
2025-10-14T00:00:00+08:00,29.4,29.45,29.25,29.25,40000
2025-10-15T00:00:00+08:00,29.1,29.1,28.75,28.75,20732
2025-10-16T00:00:00+08:00,28.75,29.5,28.75,29.05,6402
2025-10-17T00:00:00+08:00,29.05,29.05,28.55,28.55,17451
2025-10-20T00:00:00+08:00,28.35,28.5,28.3,28.5,15091
2025-10-21T00:00:00+08:00,28.5,28.55,28.35,28.5,16035
2025-10-22T00:00:00+08:00,29.0,29.4,29.0,29.4,8000
2025-10-23T00:00:00+08:00,29.4,29.4,29.05,29.05,2010
2025-10-27T00:00:00+08:00,29.15,29.4,28.15,29.0,21545
2025-10-28T00:00:00+08:00,28.5,28.85,28.45,28.6,10000
2025-10-29T00:00:00+08:00,29.35,29.35,28.45,28.5,11409
2025-10-30T00:00:00+08:00,28.4,28.4,28.35,28.35,5125
2025-10-31T00:00:00+08:00,28.4,28.4,28.4,28.4,10000
2025-11-03T00:00:00+08:00,28.45,28.45,28.45,28.45,1051
2025-11-04T00:00:00+08:00,28.45,28.45,28.25,28.25,7000
2025-11-05T00:00:00+08:00,28.1,28.4,28.0,28.4,30018
2025-11-06T00:00:00+08:00,28.4,29.1,28.4,29.1,4001
2025-11-07T00:00:00+08:00,29.05,29.05,29.05,29.05,1559
2025-11-10T00:00:00+08:00,29.0,29.0,29.0,29.0,1000
2025-11-11T00:00:00+08:00,28.55,28.55,28.55,28.55,1030
2025-11-12T00:00:00+08:00,28.95,28.95,28.95,28.95,2000
2025-11-13T00:00:00+08:00,29.0,29.0,29.0,29.0,4669
2025-11-14T00:00:00+08:00,28.75,29.0,28.75,28.95,7699
