datetime,open,high,low,close,volume,foreign_net_buy_x,invest_trust_net_buy_x,dealer_net_buy_x,foreign_net_buy_y,invest_trust_net_buy_y,dealer_net_buy_y
2025-05-02T00:00:00+08:00,16.25,16.55,16.2,16.45,142668,,,,,,
2025-05-05T00:00:00+08:00,16.6,16.65,15.95,16.1,273299,,,,,,
2025-05-06T00:00:00+08:00,15.9,16.7,15.9,16.45,213227,,,,,,
2025-05-07T00:00:00+08:00,16.5,16.5,16.2,16.2,126926,,,,,,
2025-05-08T00:00:00+08:00,16.3,16.35,16.1,16.25,96569,,,,,,
2025-05-09T00:00:00+08:00,16.7,16.8,16.45,16.55,218112,,,,,,
2025-05-12T00:00:00+08:00,16.9,17.2,16.8,16.9,416589,,,,,,
2025-05-13T00:00:00+08:00,16.95,17.15,16.65,17.1,527156,,,,,,
2025-05-14T00:00:00+08:00,17.2,17.2,17.0,17.15,179301,,,,,,
2025-05-15T00:00:00+08:00,17.1,17.1,16.85,16.9,184001,,,,,,
2025-05-16T00:00:00+08:00,16.9,16.9,16.65,16.7,521617,,,,,,
2025-05-19T00:00:00+08:00,16.75,16.8,16.6,16.7,213677,,,,,,
2025-05-20T00:00:00+08:00,16.75,17.0,16.7,17.0,231131,,,,,,
2025-05-21T00:00:00+08:00,17.15,17.25,16.95,16.95,189810,,,,,,
2025-05-22T00:00:00+08:00,17.05,17.05,16.7,16.8,176459,,,,,,
2025-05-23T00:00:00+08:00,16.85,16.85,16.6,16.75,113450,,,,,,
2025-05-26T00:00:00+08:00,16.8,16.8,16.5,16.55,175874,,,,,,
2025-05-27T00:00:00+08:00,16.55,16.75,16.25,16.5,162368,,,,,,
2025-05-28T00:00:00+08:00,16.65,16.7,16.35,16.5,130524,,,,,,
2025-05-29T00:00:00+08:00,16.6,16.6,16.25,16.4,72216,,,,,,
2025-06-02T00:00:00+08:00,16.4,16.4,16.0,16.1,170385,,,,,,
2025-06-03T00:00:00+08:00,16.1,16.2,15.95,15.95,141153,,,,,,
2025-06-04T00:00:00+08:00,16.1,16.25,16.0,16.2,77278,,,,,,
2025-06-05T00:00:00+08:00,16.3,16.3,16.1,16.1,60403,,,,,,
2025-06-06T00:00:00+08:00,15.65,15.65,15.15,15.5,874948,,,,,,
2025-06-09T00:00:00+08:00,15.6,15.6,15.2,15.4,295295,,,,,,
2025-06-10T00:00:00+08:00,15.5,15.8,15.5,15.6,122196,,,,,,
2025-06-11T00:00:00+08:00,15.65,15.65,15.55,15.65,176332,,,,,,
2025-06-12T00:00:00+08:00,15.65,15.7,15.55,15.6,112921,,,,,,
2025-06-13T00:00:00+08:00,15.5,15.6,15.5,15.5,146313,,,,,,
2025-06-16T00:00:00+08:00,15.6,15.6,15.4,15.4,221439,,,,,,
2025-06-17T00:00:00+08:00,15.45,15.5,15.4,15.45,126737,,,,,,
2025-06-18T00:00:00+08:00,15.45,15.75,15.45,15.7,153929,,,,,,
2025-06-19T00:00:00+08:00,15.75,16.0,15.7,15.75,498677,,,,,,
2025-06-20T00:00:00+08:00,14.6,14.85,14.2,14.45,676848,,,,,,
2025-06-23T00:00:00+08:00,14.05,14.25,13.85,14.15,238962,,,,,,
2025-06-24T00:00:00+08:00,14.4,14.65,14.3,14.6,110232,,,,,,
2025-06-25T00:00:00+08:00,14.75,14.75,14.55,14.55,83015,,,,,,
2025-06-26T00:00:00+08:00,14.6,14.9,14.55,14.85,126690,,,,,,
2025-06-27T00:00:00+08:00,14.85,14.85,14.6,14.85,79025,,,,,,
2025-06-30T00:00:00+08:00,14.9,14.9,14.55,14.7,63383,,,,,,
2025-07-01T00:00:00+08:00,14.7,14.8,14.6,14.75,76371,,,,,,
2025-07-02T00:00:00+08:00,14.65,14.7,14.5,14.65,159477,,,,,,
2025-07-03T00:00:00+08:00,14.75,15.0,14.75,15.0,195547,,,,,,
2025-07-04T00:00:00+08:00,15.0,15.0,14.65,14.8,103103,,,,,,
2025-07-07T00:00:00+08:00,14.95,14.95,14.6,14.75,41228,,,,,,
2025-07-08T00:00:00+08:00,14.6,14.6,14.3,14.4,120595,,,,,,
2025-07-09T00:00:00+08:00,14.35,14.4,14.25,14.35,86523,,,,,,
2025-07-10T00:00:00+08:00,14.3,14.35,14.1,14.25,138560,,,,,,
2025-07-11T00:00:00+08:00,14.15,14.3,14.1,14.25,76538,,,,,,
2025-07-14T00:00:00+08:00,14.2,14.35,14.15,14.2,49193,,,,,,
2025-07-15T00:00:00+08:00,14.25,14.35,14.25,14.25,56535,,,,,,
2025-07-16T00:00:00+08:00,14.3,14.3,14.2,14.25,124058,,,,,,
2025-07-17T00:00:00+08:00,14.4,14.5,14.3,14.5,142300,,,,,,
2025-07-18T00:00:00+08:00,14.7,14.75,14.55,14.6,76808,,,,,,
2025-07-21T00:00:00+08:00,14.75,14.75,14.6,14.7,68447,,,,,,
2025-07-22T00:00:00+08:00,14.6,14.8,14.55,14.65,120812,,,,,,
2025-07-23T00:00:00+08:00,14.8,15.15,14.8,15.05,170111,,,,,,
2025-07-24T00:00:00+08:00,15.05,15.1,14.9,15.0,92193,,,,,,
2025-07-25T00:00:00+08:00,15.1,15.3,15.1,15.1,175888,,,,,,
2025-07-28T00:00:00+08:00,15.1,15.1,14.85,14.9,115081,,,,,,
2025-07-29T00:00:00+08:00,14.9,14.9,14.7,14.75,72333,,,,,,
2025-07-30T00:00:00+08:00,14.75,15.0,14.75,14.95,66745,,,,,,
2025-07-31T00:00:00+08:00,14.95,14.95,14.7,14.8,63256,,,,,,
2025-08-01T00:00:00+08:00,14.7,15.5,14.6,15.5,290386,,,,,,
2025-08-04T00:00:00+08:00,15.2,15.35,14.95,15.2,114373,,,,,,
2025-08-05T00:00:00+08:00,15.1,15.2,15.05,15.1,83483,,,,,,
2025-08-06T00:00:00+08:00,15.3,15.3,15.1,15.2,116000,,,,,,
2025-08-07T00:00:00+08:00,15.3,15.3,15.05,15.15,76600,,,,,,
2025-08-08T00:00:00+08:00,15.15,15.25,15.15,15.2,131014,,,,,,
2025-08-11T00:00:00+08:00,15.2,15.2,14.6,14.8,286578,,,,,,
2025-08-12T00:00:00+08:00,14.85,15.0,14.65,14.8,229590,,,,,,
