datetime,open,high,low,close,volume,foreign_net_buy,invest_trust_net_buy,dealer_net_buy
2025-06-02T00:00:00+08:00,6.82,6.84,6.79,6.83,25214914,231000.0,0.0,16084456.0
2025-06-03T00:00:00+08:00,6.79,6.84,6.76,6.84,9199674,-480000.0,0.0,930873.0
2025-06-04T00:00:00+08:00,6.79,6.81,6.77,6.78,7151090,0.0,0.0,233920.0
2025-06-05T00:00:00+08:00,6.95,6.98,6.93,6.97,29102850,2529000.0,0.0,17905026.0
2025-06-06T00:00:00+08:00,6.97,7.0,6.96,6.98,7681850,73000.0,0.0,2926300.0
2025-06-09T00:00:00+08:00,6.8,6.81,6.78,6.79,15235894,-2295000.0,0.0,-5394348.0
2025-06-10T00:00:00+08:00,6.85,6.87,6.82,6.87,6036930,,,
2025-06-11T00:00:00+08:00,6.88,6.9,6.86,6.86,7846910,90000.0,0.0,2522323.0
2025-06-12T00:00:00+08:00,6.95,6.95,6.9,6.93,12688213,323000.0,0.0,7444395.0
2025-06-13T00:00:00+08:00,7.09,7.12,7.06,7.1,40359076,6468000.0,0.0,23215875.0
2025-06-16T00:00:00+08:00,6.92,6.94,6.87,6.89,16102177,-2563000.0,0.0,-5611568.0
2025-06-17T00:00:00+08:00,6.83,6.85,6.8,6.83,8900758,-206000.0,0.0,-4562338.0
2025-06-18T00:00:00+08:00,6.93,6.94,6.91,6.91,12833575,316000.0,0.0,5981372.0
2025-06-19T00:00:00+08:00,6.94,6.96,6.93,6.95,9912586,109000.0,0.0,5663714.0
2025-06-20T00:00:00+08:00,6.94,6.94,6.91,6.92,8102675,77000.0,0.0,4554985.0
2025-06-23T00:00:00+08:00,6.9,6.93,6.89,6.93,6820550,-480000.0,0.0,1649834.0
2025-06-24T00:00:00+08:00,6.99,7.0,6.97,7.0,9383323,1311000.0,0.0,690748.0
2025-06-25T00:00:00+08:00,7.06,7.08,7.04,7.07,13336519,870000.0,0.0,2043011.0
2025-06-26T00:00:00+08:00,7.09,7.11,7.08,7.09,10874540,534000.0,0.0,4603999.0
2025-06-27T00:00:00+08:00,7.11,7.11,7.09,7.09,11442352,608000.0,0.0,5957494.0
2025-06-30T00:00:00+08:00,7.02,7.04,7.01,7.03,7697550,-1008000.0,0.0,2447582.0
2025-07-01T00:00:00+08:00,7.2,7.25,7.2,7.24,20582578,1750000.0,0.0,10420845.0
2025-07-02T00:00:00+08:00,7.22,7.22,7.18,7.2,5356840,-213000.0,0.0,341675.0
2025-07-03T00:00:00+08:00,7.14,7.15,7.13,7.14,8770392,-53000.0,0.0,-1752464.0
2025-07-04T00:00:00+08:00,7.01,7.03,6.99,7.03,12022760,-1558000.0,0.0,-3413343.0
2025-07-07T00:00:00+08:00,6.99,7.01,6.98,7.01,13346938,7000.0,0.0,-3480286.0
2025-07-08T00:00:00+08:00,6.85,6.89,6.85,6.86,21664520,-423000.0,0.0,-10251370.0
2025-07-09T00:00:00+08:00,6.86,6.86,6.83,6.84,12917731,602000.0,0.0,-8705630.0
2025-07-10T00:00:00+08:00,6.98,7.03,6.98,6.99,11074427,373000.0,0.0,3711902.0
2025-07-11T00:00:00+08:00,7.02,7.02,6.96,6.97,3944442,-32000.0,0.0,-1131331.0
2025-07-14T00:00:00+08:00,6.79,6.83,6.78,6.8,22646625,-539000.0,0.0,-18260831.0
2025-07-15T00:00:00+08:00,6.79,6.8,6.76,6.77,21304289,-726000.0,0.0,-13982742.0
2025-07-16T00:00:00+08:00,6.69,6.72,6.69,6.72,17526683,-100000.0,0.0,-10351564.0
2025-07-17T00:00:00+08:00,6.68,6.69,6.65,6.68,20985198,-401000.0,0.0,-17450559.0
2025-07-18T00:00:00+08:00,6.72,6.76,6.71,6.76,8490994,78000.0,0.0,-1765771.0
2025-07-21T00:00:00+08:00,6.74,6.76,6.72,6.74,4051858,38000.0,0.0,-2075958.0
2025-07-22T00:00:00+08:00,6.84,6.85,6.83,6.84,16313305,541000.0,0.0,10471256.0
2025-07-23T00:00:00+08:00,6.86,6.87,6.83,6.85,8796954,85000.0,0.0,2757793.0
2025-07-24T00:00:00+08:00,6.83,6.84,6.8,6.82,6325345,44000.0,0.0,-904567.0
2025-07-25T00:00:00+08:00,6.85,6.88,6.85,6.87,9032588,20000.0,0.0,3259000.0
2025-07-28T00:00:00+08:00,6.87,6.89,6.86,6.86,8512366,0.0,0.0,-1346414.0
2025-07-29T00:00:00+08:00,6.85,6.86,6.83,6.84,7527686,0.0,0.0,1825397.0
2025-07-30T00:00:00+08:00,7.02,7.05,7.02,7.04,29572760,649000.0,0.0,22438332.0
2025-07-31T00:00:00+08:00,6.99,7.02,6.98,7.01,16282367,113000.0,0.0,9577528.0
2025-08-01T00:00:00+08:00,6.98,6.98,6.95,6.95,11546283,0.0,0.0,-190655.0
2025-08-04T00:00:00+08:00,7.12,7.13,7.06,7.07,27313695,244000.0,0.0,12785536.0
2025-08-05T00:00:00+08:00,7.22,7.24,7.21,7.22,21024244,1100000.0,0.0,5533419.0
2025-08-06T00:00:00+08:00,7.23,7.23,7.2,7.22,7593840,0.0,0.0,3391153.0
2025-08-07T00:00:00+08:00,7.17,7.18,7.14,7.16,11558119,99000.0,0.0,1357133.0
2025-08-08T00:00:00+08:00,7.18,7.18,7.16,7.17,8675762,0.0,0.0,2381120.0
2025-08-11T00:00:00+08:00,7.1,7.13,7.1,7.13,8643334,0.0,0.0,2847461.0
2025-08-12T00:00:00+08:00,7.08,7.11,7.08,7.11,9014367,0.0,0.0,-1520347.0
2025-08-13T00:00:00+08:00,7.02,7.07,7.01,7.07,18257998,0.0,0.0,-1619252.0
2025-08-14T00:00:00+08:00,7.16,7.17,7.14,7.15,10470761,0.0,0.0,-2343061.0
2025-08-15T00:00:00+08:00,7.08,7.1,7.07,7.1,7328768,0.0,0.0,-1690518.0
2025-08-18T00:00:00+08:00,6.97,7.0,6.97,7.0,13843067,-1948000.0,0.0,-4974933.0
2025-08-19T00:00:00+08:00,6.94,6.96,6.92,6.93,15220264,-815000.0,0.0,-8825409.0
2025-08-20T00:00:00+08:00,6.99,7.01,6.99,6.99,12113507,-70000.0,0.0,-3163866.0
2025-08-21T00:00:00+08:00,7.02,7.06,7.02,7.05,8847920,84000.0,0.0,1813619.0
2025-08-22T00:00:00+08:00,7.01,7.03,7.0,7.01,10264376,85000.0,0.0,-5083848.0
2025-08-25T00:00:00+08:00,7.08,7.08,7.04,7.06,9735898,92000.0,0.0,-96003.0
2025-08-26T00:00:00+08:00,6.98,7.0,6.95,6.96,20753896,-124000.0,0.0,-12498177.0
2025-08-27T00:00:00+08:00,6.98,7.01,6.98,6.99,6585695,0.0,0.0,1076113.0
2025-08-28T00:00:00+08:00,7.01,7.05,7.0,7.03,8550070,7000.0,0.0,1497853.0
2025-08-29T00:00:00+08:00,7.08,7.09,7.05,7.06,6935710,435000.0,0.0,2208200.0
2025-09-01T00:00:00+08:00,6.97,6.98,6.94,6.95,15343215,-30000.0,0.0,-10489700.0
2025-09-02T00:00:00+08:00,6.92,6.96,6.92,6.96,10026550,138000.0,0.0,-3493660.0
2025-09-03T00:00:00+08:00,6.89,6.89,6.85,6.86,21830547,-4135000.0,0.0,-11484775.0
2025-09-04T00:00:00+08:00,7.05,7.05,7.01,7.03,19802548,1584000.0,0.0,13816650.0
2025-09-05T00:00:00+08:00,7.15,7.16,7.14,7.16,25115997,1052000.0,0.0,10144992.0
