datetime,open,high,low,close,volume,foreign_net_buy,invest_trust_net_buy,dealer_net_buy
2025-05-02T00:00:00+08:00,28.31,28.33,28.31,28.33,22196,,,
2025-05-07T00:00:00+08:00,27.65,27.86,27.65,27.86,2000,,,
2025-05-09T00:00:00+08:00,28.39,28.39,28.24,28.24,67907,,,
2025-05-12T00:00:00+08:00,28.32,28.32,28.32,28.32,1000,,,
2025-05-13T00:00:00+08:00,28.68,28.71,28.68,28.71,5331,,,
2025-05-19T00:00:00+08:00,28.32,28.32,28.32,28.32,2199,,,
2025-06-03T00:00:00+08:00,27.85,27.85,27.85,27.85,10000,,,
2025-06-04T00:00:00+08:00,27.94,27.94,27.94,27.94,10000,,,
2025-06-13T00:00:00+08:00,28.04,28.04,28.04,28.04,10000,,,
2025-06-16T00:00:00+08:00,28.09,28.09,28.04,28.04,12000,,,
2025-06-18T00:00:00+08:00,28.15,28.15,28.15,28.15,1000,,,
2025-06-24T00:00:00+08:00,28.3,28.3,28.3,28.3,1000,,,
2025-07-01T00:00:00+08:00,27.88,27.88,27.88,27.88,1000,,,
2025-07-03T00:00:00+08:00,28.03,28.03,28.03,28.03,15000,,,
2025-07-08T00:00:00+08:00,28.36,28.37,28.36,28.37,16000,,,
2025-07-09T00:00:00+08:00,28.53,28.68,28.53,28.68,3000,,,
2025-07-11T00:00:00+08:00,28.71,28.71,28.71,28.71,1000,,,
2025-07-16T00:00:00+08:00,28.96,29.08,28.96,29.08,5000,,,
2025-07-17T00:00:00+08:00,28.88,28.88,28.88,28.88,1430,,,
2025-07-18T00:00:00+08:00,29.03,29.03,29.02,29.02,3190,,,
2025-07-23T00:00:00+08:00,28.73,28.73,28.73,28.73,46000,,,
2025-07-24T00:00:00+08:00,28.63,28.63,28.4,28.4,54000,,,
2025-07-25T00:00:00+08:00,28.76,28.76,28.75,28.75,50000,,,
2025-07-31T00:00:00+08:00,29.19,29.19,29.19,29.19,3000,,,
2025-08-04T00:00:00+08:00,28.8,28.83,28.79,28.82,53000,,,
2025-08-14T00:00:00+08:00,28.61,28.73,28.61,28.73,4000,,,
2025-09-08T00:00:00+08:00,29.18,29.18,29.18,29.18,1000,,,
2025-09-22T00:00:00+08:00,29.12,29.12,29.12,29.12,1000,,,
2025-10-07T00:00:00+08:00,29.59,29.69,29.59,29.69,9000,0.0,0.0,-1000.0
2025-10-16T00:00:00+08:00,29.68,29.71,29.68,29.71,3002,0.0,0.0,2998.0
2025-10-17T00:00:00+08:00,29.57,29.57,29.57,29.57,3001,0.0,0.0,2999.0
2025-10-21T00:00:00+08:00,29.85,29.85,29.85,29.85,10000,0.0,0.0,-10000.0
2025-10-22T00:00:00+08:00,29.9,30.0,29.89,30.0,16000,0.0,0.0,14000.0
2025-10-27T00:00:00+08:00,30.33,30.33,30.33,30.33,1000,0.0,0.0,-1000.0
2025-11-03T00:00:00+08:00,30.41,30.41,30.41,30.41,1000,0.0,0.0,1000.0
2025-11-10T00:00:00+08:00,30.42,30.42,30.42,30.42,2000,0.0,0.0,2000.0
2025-11-24T00:00:00+08:00,31.21,31.21,31.21,31.21,1000,0.0,0.0,-1000.0
2025-11-26T00:00:00+08:00,30.91,31.06,30.91,31.06,6000,0.0,0.0,-5000.0
