datetime,open,high,low,close,volume,foreign_net_buy,invest_trust_net_buy,dealer_net_buy
2025-06-02T00:00:00+08:00,94.4,94.4,90.7,90.7,163997,-21900.0,0.0,-3000.0
2025-06-03T00:00:00+08:00,92.2,92.2,90.3,90.8,84628,-27636.0,0.0,1021.0
2025-06-04T00:00:00+08:00,91.3,95.3,91.3,94.2,259688,-17888.0,81000.0,147.0
2025-06-05T00:00:00+08:00,95.0,97.0,93.9,95.0,186036,-70438.0,58000.0,186.0
2025-06-06T00:00:00+08:00,95.7,95.7,94.3,94.8,61195,-16570.0,0.0,-1000.0
2025-06-09T00:00:00+08:00,96.7,96.7,92.8,93.2,113670,-63987.0,0.0,-8000.0
2025-06-10T00:00:00+08:00,92.4,92.4,89.2,90.8,329624,,,
2025-06-11T00:00:00+08:00,91.7,91.7,90.6,90.8,128003,16000.0,0.0,0.0
2025-06-12T00:00:00+08:00,90.5,91.9,90.5,91.3,104688,-58000.0,-1000.0,-3010.0
2025-06-13T00:00:00+08:00,91.9,100.0,91.9,97.3,1631479,-474952.0,332000.0,-18537.0
2025-06-16T00:00:00+08:00,98.1,107.0,97.5,107.0,2887061,-320789.0,361000.0,37812.0
2025-06-17T00:00:00+08:00,108.5,117.5,106.0,117.5,5784140,-642798.0,1212000.0,10018.0
2025-06-18T00:00:00+08:00,121.0,129.0,117.5,117.5,10274361,-910202.0,804000.0,26964.0
2025-06-19T00:00:00+08:00,120.5,123.5,117.0,118.0,6055623,-448000.0,-354000.0,-28665.0
2025-06-20T00:00:00+08:00,111.0,115.0,108.5,111.0,4488652,173000.0,180000.0,6726.0
2025-06-23T00:00:00+08:00,108.5,122.0,108.5,122.0,3492865,46000.0,290000.0,-15497.0
2025-06-24T00:00:00+08:00,128.5,134.0,122.0,124.5,10642066,-470319.0,800000.0,-14660.0
2025-06-25T00:00:00+08:00,128.5,128.5,123.5,125.5,3051026,7000.0,49000.0,28658.0
2025-06-26T00:00:00+08:00,127.0,134.0,123.5,126.5,5085876,-496817.0,0.0,-5547.0
2025-06-27T00:00:00+08:00,126.0,126.0,122.5,123.5,1218995,23200.0,-3000.0,-2950.0
2025-06-30T00:00:00+08:00,123.5,124.0,118.0,123.0,1333704,188583.0,0.0,38198.0
2025-07-01T00:00:00+08:00,124.0,125.0,118.5,120.5,2245951,162000.0,-188000.0,16742.0
2025-07-02T00:00:00+08:00,119.5,127.0,119.5,127.0,1555431,403000.0,0.0,54925.0
