datetime,open,high,low,close,volume
2025-05-02T00:00:00+08:00,23.4,23.85,23.4,23.85,3032
2025-05-05T00:00:00+08:00,23.95,23.95,22.75,23.95,29325
2025-05-06T00:00:00+08:00,23.9,23.9,23.1,23.4,13286
2025-05-07T00:00:00+08:00,23.7,23.8,23.25,23.3,10156
2025-05-08T00:00:00+08:00,23.5,24.5,23.5,23.7,28301
2025-05-09T00:00:00+08:00,23.3,23.9,23.25,23.9,13028
2025-05-12T00:00:00+08:00,23.9,24.5,23.6,24.5,5030
2025-05-13T00:00:00+08:00,24.0,24.3,23.35,23.6,23016
2025-05-14T00:00:00+08:00,24.3,24.3,23.6,23.65,15102
2025-05-15T00:00:00+08:00,23.4,23.85,23.35,23.6,13001
2025-05-16T00:00:00+08:00,23.6,23.7,23.35,23.7,13201
2025-05-19T00:00:00+08:00,23.7,23.75,23.0,23.75,13002
2025-05-20T00:00:00+08:00,23.4,23.45,22.55,22.95,60006
2025-05-21T00:00:00+08:00,23.1,23.45,23.0,23.45,12433
2025-05-22T00:00:00+08:00,23.05,23.7,22.8,23.3,22412
2025-05-23T00:00:00+08:00,23.9,23.9,23.9,23.9,1012
2025-05-26T00:00:00+08:00,23.1,23.75,23.0,23.75,25619
2025-05-27T00:00:00+08:00,23.95,24.15,23.0,23.35,20001
2025-05-28T00:00:00+08:00,23.4,23.4,23.4,23.4,1215
2025-05-29T00:00:00+08:00,23.25,23.6,23.25,23.6,3010
2025-06-02T00:00:00+08:00,23.6,23.6,22.8,22.8,12008
2025-06-03T00:00:00+08:00,22.5,23.35,22.5,22.65,10081
2025-06-04T00:00:00+08:00,22.6,23.0,22.5,22.75,8220
2025-06-05T00:00:00+08:00,22.3,22.35,22.2,22.2,13285
2025-06-06T00:00:00+08:00,22.4,23.0,22.4,23.0,10002
2025-06-09T00:00:00+08:00,22.35,22.35,22.2,22.2,14491
2025-06-10T00:00:00+08:00,22.6,22.6,22.0,22.45,24300
2025-06-11T00:00:00+08:00,22.45,22.45,22.45,22.45,2001
2025-06-12T00:00:00+08:00,22.1,23.0,22.1,23.0,3001
2025-06-13T00:00:00+08:00,22.75,22.95,22.5,22.5,12000
2025-06-16T00:00:00+08:00,22.9,23.0,22.9,23.0,10000
2025-06-17T00:00:00+08:00,22.75,22.75,22.4,22.45,8000
2025-06-18T00:00:00+08:00,22.05,22.2,22.0,22.2,5000
2025-06-19T00:00:00+08:00,22.1,22.3,21.6,21.75,15401
2025-06-20T00:00:00+08:00,21.35,21.75,21.35,21.75,8002
2025-06-23T00:00:00+08:00,21.75,22.45,21.25,22.45,5000
2025-06-24T00:00:00+08:00,21.8,22.9,21.8,22.9,9145
2025-06-25T00:00:00+08:00,23.2,23.2,23.2,23.2,1000
2025-06-26T00:00:00+08:00,23.2,23.2,22.35,22.35,17259
2025-06-27T00:00:00+08:00,22.7,22.95,22.4,22.95,27033
2025-06-30T00:00:00+08:00,22.9,22.9,22.2,22.5,21216
2025-07-01T00:00:00+08:00,22.8,22.8,22.5,22.65,13000
2025-07-02T00:00:00+08:00,22.35,22.5,22.35,22.5,14092
2025-07-03T00:00:00+08:00,22.45,22.65,22.45,22.65,4101
2025-07-04T00:00:00+08:00,22.8,23.85,22.8,22.9,46387
2025-07-07T00:00:00+08:00,22.4,22.4,22.0,22.0,9370
2025-07-08T00:00:00+08:00,22.0,22.0,22.0,22.0,3137
2025-07-09T00:00:00+08:00,22.3,22.3,22.3,22.3,1005
2025-07-10T00:00:00+08:00,21.75,22.05,21.75,22.05,6101
2025-07-11T00:00:00+08:00,22.2,22.2,21.95,21.95,2001
2025-07-14T00:00:00+08:00,22.15,22.15,22.15,22.15,1010
2025-07-15T00:00:00+08:00,22.15,22.15,21.55,21.95,8595
2025-07-16T00:00:00+08:00,22.0,22.1,21.65,22.0,8100
2025-07-17T00:00:00+08:00,21.75,22.0,21.75,21.8,9182
2025-07-18T00:00:00+08:00,21.8,21.8,21.8,21.8,1045
2025-07-21T00:00:00+08:00,21.6,21.95,21.6,21.95,3214
2025-07-22T00:00:00+08:00,21.6,21.85,21.6,21.6,5000
2025-07-23T00:00:00+08:00,21.6,22.0,21.25,22.0,9540
2025-07-24T00:00:00+08:00,21.55,21.55,21.55,21.55,2000
2025-07-25T00:00:00+08:00,21.55,21.65,21.55,21.65,15310
2025-07-28T00:00:00+08:00,21.6,21.8,21.6,21.8,17576
2025-07-29T00:00:00+08:00,21.65,21.65,21.6,21.6,3067
2025-07-30T00:00:00+08:00,21.9,22.2,21.6,22.2,10078
2025-07-31T00:00:00+08:00,21.65,22.05,21.55,21.85,9247
2025-08-01T00:00:00+08:00,21.5,21.9,21.5,21.9,2004
2025-08-04T00:00:00+08:00,21.85,21.95,21.85,21.95,12300
2025-08-05T00:00:00+08:00,21.95,22.3,21.95,21.95,8481
2025-08-06T00:00:00+08:00,21.5,22.45,21.5,22.45,8465
2025-08-07T00:00:00+08:00,22.45,22.45,21.8,22.15,5269
2025-08-08T00:00:00+08:00,22.15,22.15,21.8,22.15,5233
2025-08-11T00:00:00+08:00,22.15,22.15,22.0,22.0,9169
2025-08-12T00:00:00+08:00,21.75,22.0,21.75,21.8,10131
2025-08-13T00:00:00+08:00,21.8,21.8,21.55,21.75,19280
2025-08-14T00:00:00+08:00,21.7,21.8,21.2,21.8,30731
2025-08-15T00:00:00+08:00,21.3,21.7,21.25,21.6,48000
2025-08-18T00:00:00+08:00,21.6,21.65,21.6,21.65,3260
2025-08-19T00:00:00+08:00,21.65,21.65,21.65,21.65,2000
2025-08-20T00:00:00+08:00,21.65,21.75,21.3,21.75,12131
2025-08-21T00:00:00+08:00,21.8,21.9,21.8,21.9,3060
2025-08-22T00:00:00+08:00,21.55,21.55,21.45,21.45,33010
2025-08-25T00:00:00+08:00,21.5,21.7,21.45,21.5,14000
2025-08-26T00:00:00+08:00,21.3,21.3,21.2,21.2,36000
2025-08-27T00:00:00+08:00,21.2,21.9,21.15,21.5,14100
2025-08-28T00:00:00+08:00,21.45,21.45,21.2,21.25,19070
2025-08-29T00:00:00+08:00,21.0,21.2,20.95,21.2,32000
2025-09-01T00:00:00+08:00,21.15,21.2,21.0,21.2,27198
2025-09-02T00:00:00+08:00,21.1,21.1,21.0,21.1,24000
2025-09-03T00:00:00+08:00,21.0,21.0,20.9,20.9,18014
2025-09-04T00:00:00+08:00,20.9,21.1,20.9,21.1,21061
2025-09-05T00:00:00+08:00,21.0,21.1,20.9,21.1,19100
2025-09-08T00:00:00+08:00,21.0,21.0,20.9,21.0,25655
2025-09-09T00:00:00+08:00,20.75,21.0,20.75,21.0,33681
2025-09-10T00:00:00+08:00,22.6,22.6,20.7,21.0,46739
2025-09-11T00:00:00+08:00,21.0,21.0,20.65,21.0,12000
2025-09-12T00:00:00+08:00,20.65,20.9,20.65,20.9,4224
2025-09-15T00:00:00+08:00,20.5,20.85,20.5,20.7,7000
2025-09-16T00:00:00+08:00,20.7,20.7,20.1,20.2,77089
2025-09-17T00:00:00+08:00,20.2,20.45,20.1,20.15,29180
2025-09-18T00:00:00+08:00,20.2,20.2,20.1,20.15,18000
2025-09-19T00:00:00+08:00,20.15,20.5,20.1,20.15,104185
2025-09-22T00:00:00+08:00,20.15,20.15,20.0,20.05,73069
2025-09-23T00:00:00+08:00,20.0,20.05,19.9,20.0,21607
2025-09-24T00:00:00+08:00,20.1,20.1,19.85,19.9,58415
2025-09-25T00:00:00+08:00,19.85,19.95,19.85,19.9,34156
2025-09-26T00:00:00+08:00,19.8,19.85,19.7,19.85,23000
2025-09-30T00:00:00+08:00,19.75,19.8,19.65,19.65,29641
2025-10-01T00:00:00+08:00,19.7,19.75,19.55,19.75,30507
2025-10-02T00:00:00+08:00,19.75,19.75,19.55,19.65,15612
2025-10-03T00:00:00+08:00,20.3,20.3,19.6,19.7,16847
2025-10-07T00:00:00+08:00,19.7,19.7,19.15,19.35,72415
2025-10-08T00:00:00+08:00,19.35,19.45,19.1,19.2,46604
2025-10-09T00:00:00+08:00,19.25,19.4,19.15,19.4,14000
2025-10-13T00:00:00+08:00,19.25,19.6,19.05,19.6,11107
2025-10-14T00:00:00+08:00,19.3,19.6,19.3,19.45,15090
2025-10-15T00:00:00+08:00,19.5,19.85,19.45,19.85,27790
2025-10-16T00:00:00+08:00,19.85,19.85,19.65,19.8,21394
2025-10-17T00:00:00+08:00,19.8,20.9,19.8,20.5,61160
2025-10-20T00:00:00+08:00,20.8,20.8,20.3,20.65,20338
2025-10-21T00:00:00+08:00,21.35,21.35,20.3,20.5,354124
2025-10-22T00:00:00+08:00,20.5,20.6,20.5,20.55,17146
2025-10-23T00:00:00+08:00,20.5,20.6,20.5,20.6,3000
2025-10-27T00:00:00+08:00,21.15,22.65,21.15,21.4,135395
2025-10-28T00:00:00+08:00,21.5,21.7,21.3,21.4,32056
2025-10-29T00:00:00+08:00,21.05,22.0,21.05,21.45,33319
2025-10-30T00:00:00+08:00,21.45,21.9,21.2,21.65,10660
2025-10-31T00:00:00+08:00,21.05,21.55,21.05,21.55,2000
2025-11-03T00:00:00+08:00,21.5,21.6,21.5,21.55,22451
2025-11-04T00:00:00+08:00,21.55,21.9,21.5,21.55,23014
2025-11-05T00:00:00+08:00,21.7,21.7,21.05,21.2,6200
2025-11-06T00:00:00+08:00,21.2,21.4,21.2,21.4,16050
2025-11-07T00:00:00+08:00,21.4,21.6,21.4,21.45,7000
2025-11-10T00:00:00+08:00,21.5,22.1,21.5,21.7,70443
2025-11-11T00:00:00+08:00,22.15,22.15,21.65,21.7,9064
2025-11-12T00:00:00+08:00,22.0,22.0,21.5,21.5,6414
2025-11-13T00:00:00+08:00,21.5,21.85,21.3,21.5,20200
2025-11-14T00:00:00+08:00,21.5,21.55,21.5,21.5,6000
