datetime,open,high,low,close,volume
2025-06-20T00:00:00+08:00,28.35,28.4,27.55,27.7,90070
2025-06-23T00:00:00+08:00,27.6,27.8,26.85,27.8,26033
2025-06-24T00:00:00+08:00,28.25,28.75,28.2,28.6,41810
2025-06-25T00:00:00+08:00,28.8,29.0,28.4,28.8,37294
2025-06-26T00:00:00+08:00,28.8,29.3,28.8,28.85,55576
2025-06-27T00:00:00+08:00,29.35,30.1,29.0,29.8,190651
2025-06-30T00:00:00+08:00,29.8,30.7,29.65,30.65,170549
2025-07-01T00:00:00+08:00,30.55,30.65,30.3,30.3,79485
2025-07-02T00:00:00+08:00,30.5,30.6,30.1,30.6,67407
2025-07-03T00:00:00+08:00,30.9,31.1,30.2,31.1,127611
2025-07-04T00:00:00+08:00,31.1,31.2,30.2,30.65,74959
2025-07-07T00:00:00+08:00,30.9,30.9,30.25,30.5,57000
2025-07-08T00:00:00+08:00,30.8,30.8,30.25,30.5,26214
2025-07-09T00:00:00+08:00,30.0,30.6,30.0,30.2,37634
2025-07-10T00:00:00+08:00,30.05,30.7,29.8,29.8,37391
2025-07-11T00:00:00+08:00,30.2,30.45,29.65,30.4,48710
2025-07-14T00:00:00+08:00,30.0,30.65,30.0,30.3,71804
2025-07-15T00:00:00+08:00,30.35,30.5,30.2,30.25,45300
2025-07-16T00:00:00+08:00,29.8,30.3,29.8,30.25,43306
2025-07-17T00:00:00+08:00,30.2,30.2,30.05,30.1,26451
2025-07-18T00:00:00+08:00,30.75,30.75,29.8,29.85,61268
2025-07-21T00:00:00+08:00,29.85,29.85,29.45,29.5,31198
2025-07-22T00:00:00+08:00,29.45,29.6,29.15,29.55,66785
2025-07-23T00:00:00+08:00,29.7,30.0,29.65,30.0,36452
2025-07-24T00:00:00+08:00,30.3,30.3,29.8,29.8,7404
2025-07-25T00:00:00+08:00,29.95,30.1,29.6,29.8,50571
2025-07-28T00:00:00+08:00,30.3,30.3,29.8,30.1,31978
2025-07-29T00:00:00+08:00,30.25,30.25,29.75,30.0,27068
2025-07-30T00:00:00+08:00,30.25,30.25,29.65,30.0,57613
2025-07-31T00:00:00+08:00,29.6,30.05,29.4,29.95,22902
2025-08-01T00:00:00+08:00,30.0,30.0,29.5,29.75,27412
2025-08-04T00:00:00+08:00,29.6,29.6,29.4,29.4,50117
2025-08-05T00:00:00+08:00,29.4,30.0,29.4,29.6,108287
2025-08-06T00:00:00+08:00,30.2,30.25,29.6,29.7,41170
2025-08-07T00:00:00+08:00,30.1,30.1,29.6,29.6,12077
2025-08-08T00:00:00+08:00,29.85,29.9,29.15,29.55,35889
2025-08-11T00:00:00+08:00,30.0,30.0,29.25,29.5,21644
2025-08-12T00:00:00+08:00,30.0,30.0,29.2,29.5,23295
2025-08-13T00:00:00+08:00,30.0,30.0,29.5,29.5,16115
2025-08-14T00:00:00+08:00,29.5,29.5,29.35,29.4,13718
2025-08-15T00:00:00+08:00,29.85,29.85,29.25,29.3,25040
2025-08-18T00:00:00+08:00,29.8,29.8,29.1,29.1,14719
2025-08-19T00:00:00+08:00,29.0,29.4,29.0,29.1,21121
2025-08-20T00:00:00+08:00,29.1,29.25,28.9,28.9,46446
2025-08-21T00:00:00+08:00,29.4,29.4,28.0,28.65,28148
2025-08-22T00:00:00+08:00,28.85,28.85,28.2,28.2,32182
2025-08-25T00:00:00+08:00,28.75,28.75,28.1,28.35,56288
2025-08-26T00:00:00+08:00,28.5,29.4,28.45,28.6,55539
2025-08-27T00:00:00+08:00,28.6,29.0,28.6,28.65,17759
2025-08-28T00:00:00+08:00,29.2,29.2,28.5,28.7,22525
2025-08-29T00:00:00+08:00,28.6,29.0,28.3,28.65,52310
2025-09-01T00:00:00+08:00,29.3,29.7,28.75,29.7,90512
2025-09-02T00:00:00+08:00,30.9,30.9,29.3,29.5,62152
2025-09-03T00:00:00+08:00,29.95,29.95,29.2,29.5,13315
2025-09-04T00:00:00+08:00,29.9,30.15,29.15,29.85,101468
2025-09-05T00:00:00+08:00,30.4,30.4,29.5,29.8,16223
2025-09-08T00:00:00+08:00,30.3,30.3,29.5,29.7,17446
2025-09-09T00:00:00+08:00,29.95,29.95,29.4,29.4,15055
2025-09-10T00:00:00+08:00,29.3,29.4,29.0,29.05,50760
2025-09-11T00:00:00+08:00,29.15,29.15,28.9,29.0,46535
2025-09-12T00:00:00+08:00,29.65,29.7,28.85,29.0,32342
2025-09-15T00:00:00+08:00,29.15,29.15,28.75,28.85,15490
2025-09-16T00:00:00+08:00,29.2,29.2,28.7,28.8,19123
2025-09-17T00:00:00+08:00,29.2,29.2,28.5,28.5,28424
2025-09-18T00:00:00+08:00,28.9,28.9,28.5,28.5,30128
2025-09-19T00:00:00+08:00,28.7,28.7,28.3,28.35,30330
2025-09-22T00:00:00+08:00,28.35,28.35,28.05,28.2,50640
2025-09-23T00:00:00+08:00,28.5,28.6,28.05,28.1,23672
2025-09-24T00:00:00+08:00,28.15,28.2,28.1,28.15,16642
2025-09-25T00:00:00+08:00,28.3,28.3,27.9,27.9,67099
2025-09-26T00:00:00+08:00,28.2,28.2,27.6,27.75,28077
2025-09-30T00:00:00+08:00,27.75,27.85,27.65,27.7,17491
2025-10-01T00:00:00+08:00,28.0,28.0,27.5,27.55,23261
2025-10-02T00:00:00+08:00,27.95,27.95,27.5,27.55,10562
2025-10-03T00:00:00+08:00,27.55,27.55,27.15,27.15,27262
2025-10-07T00:00:00+08:00,26.85,27.45,26.85,27.15,33301
2025-10-08T00:00:00+08:00,27.25,27.25,26.55,26.55,60315
2025-10-09T00:00:00+08:00,26.75,26.75,26.45,26.45,44103
2025-10-13T00:00:00+08:00,26.4,26.5,25.7,26.2,53024
2025-10-14T00:00:00+08:00,26.9,26.9,26.05,26.05,57018
2025-10-15T00:00:00+08:00,26.5,26.5,25.85,25.85,24572
2025-10-16T00:00:00+08:00,26.3,26.3,25.7,26.1,53893
2025-10-17T00:00:00+08:00,26.1,28.7,26.05,28.7,383843
2025-10-20T00:00:00+08:00,31.5,31.55,29.05,30.8,780321
2025-10-21T00:00:00+08:00,30.55,30.6,28.7,28.7,244683
2025-10-22T00:00:00+08:00,28.6,28.6,28.15,28.55,112755
2025-10-23T00:00:00+08:00,28.2,28.3,27.95,28.15,42629
2025-10-27T00:00:00+08:00,29.0,29.0,27.5,28.15,62535
2025-10-28T00:00:00+08:00,28.1,28.5,27.5,27.85,68080
2025-10-29T00:00:00+08:00,28.3,28.3,27.3,27.5,73913
2025-10-30T00:00:00+08:00,27.8,27.8,26.5,27.35,106952
2025-10-31T00:00:00+08:00,27.65,27.65,26.75,27.3,35766
2025-11-03T00:00:00+08:00,27.8,27.8,27.1,27.1,27660
2025-11-04T00:00:00+08:00,27.4,27.4,27.0,27.35,31452
2025-11-05T00:00:00+08:00,27.9,30.05,27.8,30.05,817956
2025-11-06T00:00:00+08:00,29.15,30.35,28.7,28.75,611501
2025-11-07T00:00:00+08:00,28.75,28.85,28.1,28.25,84315
2025-11-10T00:00:00+08:00,28.45,29.75,28.45,29.65,613502
2025-11-11T00:00:00+08:00,30.0,30.1,28.9,28.95,92374
2025-11-12T00:00:00+08:00,29.7,29.7,28.8,28.9,80326
2025-11-13T00:00:00+08:00,29.4,29.4,28.65,28.65,51981
2025-11-14T00:00:00+08:00,30.2,30.2,28.9,29.15,252289
