datetime,open,high,low,close,volume
2025-05-02T00:00:00+08:00,29.7,30.75,29.25,30.65,76576
2025-05-05T00:00:00+08:00,31.25,31.75,30.6,31.15,406903
2025-05-06T00:00:00+08:00,30.7,33.8,30.7,33.65,804769
2025-05-07T00:00:00+08:00,33.65,33.7,32.0,32.0,147901
2025-05-08T00:00:00+08:00,32.3,33.5,31.9,32.15,139835
2025-05-09T00:00:00+08:00,32.1,32.1,31.3,31.8,69704
2025-05-12T00:00:00+08:00,32.1,32.1,31.1,31.75,60466
2025-05-13T00:00:00+08:00,32.25,32.25,31.45,31.45,33450
2025-05-14T00:00:00+08:00,31.5,31.95,31.45,31.5,50633
2025-05-15T00:00:00+08:00,31.9,31.9,31.35,31.5,30574
2025-05-16T00:00:00+08:00,31.85,32.8,31.65,31.65,172661
2025-05-19T00:00:00+08:00,31.4,31.4,30.8,30.85,127695
2025-05-20T00:00:00+08:00,30.85,30.9,30.45,30.75,47910
2025-05-21T00:00:00+08:00,30.75,31.15,30.4,30.6,80687
2025-05-22T00:00:00+08:00,30.9,31.0,30.0,30.3,65196
2025-05-23T00:00:00+08:00,30.15,30.45,30.15,30.15,37756
2025-05-26T00:00:00+08:00,30.15,30.15,29.2,29.7,63099
2025-05-27T00:00:00+08:00,29.45,30.1,29.45,29.6,38552
2025-05-28T00:00:00+08:00,30.2,30.2,29.55,29.55,24184
2025-05-29T00:00:00+08:00,29.6,29.65,29.0,29.45,36968
2025-06-02T00:00:00+08:00,29.35,29.35,28.55,28.6,42662
2025-06-03T00:00:00+08:00,29.25,29.25,28.4,28.4,31470
2025-06-04T00:00:00+08:00,29.0,29.0,28.05,28.6,46151
2025-06-05T00:00:00+08:00,28.55,29.1,28.55,28.65,28693
2025-06-06T00:00:00+08:00,28.95,28.95,28.5,28.55,19156
2025-06-09T00:00:00+08:00,29.0,29.15,28.65,28.65,27464
2025-06-10T00:00:00+08:00,28.8,29.3,28.8,29.1,53781
2025-06-11T00:00:00+08:00,29.35,29.35,29.0,29.25,25308
2025-06-12T00:00:00+08:00,29.5,29.5,28.5,29.15,42300
2025-06-13T00:00:00+08:00,28.8,29.0,28.5,28.65,34193
2025-06-16T00:00:00+08:00,29.0,29.05,28.7,28.75,27550
2025-06-17T00:00:00+08:00,28.85,28.9,28.5,28.7,33347
2025-06-18T00:00:00+08:00,29.2,29.4,28.75,28.9,51170
2025-06-19T00:00:00+08:00,29.1,29.1,28.35,28.55,27684
